text,sentiment,minimarket
pernah liat mba indomaret siap nah bungkusan sosisnya mirip gini,positif,Indomaret
popcorn indomaret yang biru pls ini enak bgttt terus minum nya apa yaa air putih dingin sih tapi kalo suka coffe pake coffe nescafe ajaa,netral,Indomaret
pake alfagiftklik indomaret juga gabisa jam segini,negatif,Indomaret
siapa yg open deliv sekarang bgt cuma ke indomaret aja drop fee pad,netral,Indomaret
asal sinyal sama deket indomaret or alfa gw siap kkn bgt,positif,Indomaret
bangun pas mau keluar gerbang tol pasteur cek saldo buat pesen gocar menunggu momen yang tepat buat bilang pak sy turun di indomaret depan ya,netral,Indomaret
kangen banget mcspicynya tapi ayam indomaret sudah bs menggantikanmu,positif,Indomaret
ya fire chicken mah enak bisa diadu deh sama lo si onigiri indomaret,netral,Indomaret
langsung bikin tempat ibadah dan bantu masyarakat miskin sekitar sebagai jurus pencitraan pertama ke bikin indomaretalfamaret kosan terus tetap kerja,positif,Indomaret
wehh parah bgt ada struck nya ga kak balikin aja itukok bisaa yahh indomaret gk cek barang lagi,negatif,Indomaret
nyokap gue di indomaret lama bgt gue bt,negatif,Indomaret
emang kalo bayar pake qris harus dari kasir yang scan bukan konsumen yg scan barcodenya aneh bener lu,negatif,Indomaret
intinya mencoba melunakkan kalimat arne yg jelas keliatan kurang suka sama ular ni orang penyepong ular sampe indomaretwarung madura tutup bre semua yg ga setuju bakal diblok coba aja tes lo hina tuh ular pengkhianat di tweet dia,negatif,Indomaret
nemu di indomaret enak rasanya blueberry yang ga terlalu artificial,positif,Indomaret
masuk ke dalam prostitusi akibat karyawan indomaret d rina ishihara malam bersama ipar d karen ogawa,negatif,Indomaret
di indomaret fresh makassar aja dapat masa pulau jawa engga tadi ada yg chopper dan sanji,negatif,Indomaret
semenjak ada mixue momoyo wedrink aicha dkk aku udh jarang banget beli eskrim di indomaret,positif,Indomaret
tolong dong ini klo ngasih harga promo di klik indomaret tapi di storenya ga promo gimana dah merugikan customer bgt,negatif,Indomaret
bisa kalo ga ke indomaret tiap hari,netral,Indomaret
in this economy bahkan gue bisa di bungkam dengan seonggok sosis indomaret sama ade gue,negatif,Indomaret
bentar ke indomaret dulu aku,netral,Indomaret
serius tanya berarti kalo di luar itu yg discan qr kita kan kayak kalo di indomaret gitu bukan kita yg ngescan qr penjualnya,netral,Indomaret
pilihan diskon kopi recomended ada promo spesial spill voucher diskon disini fore coffee kopi kenangan janji jiwa tomoro coffee point coffe indomaret,netral,Indomaret
udah seminggu di jakarta kegiatanku cuma ke indomaret balik kosnya adek kasur meja kerja sama kamar mandi oh iya sempet ke batu ampar pas baru nyampe,netral,Indomaret
setujaaa sekarang gw prefer tteokpokkinya lawson sih wqwq terus daripada corndog gw lebih suka sosisnya indomaret,netral,Indomaret
sumpah setuju ga kalo sosis indomaret enak bgt,positif,Indomaret
roti indomaret juga kalah ini mah,negatif,Indomaret
eh kocak bgt di indomaret diputer gods menu bagian du du du nya ada bocil malah blg tung tung tung tung sahur,positif,Indomaret
djarum safari premium beberapa di seluruh indonesia sumatera jawa nusa tengara kalimantan sulawesi dan maluku dan papua segera di indomaret alfamart dan alfamidi,netral,Indomaret
aduh pgn bgt ke indomaret point,positif,Indomaret
cepat sebelum diskoonnya abis itupun pada abis di indomaret,negatif,Indomaret
ini di menara indomaret fab,netral,Indomaret
ada abang ganteng dan tinggi di indomaret area bintaro,netral,Indomaret
gila si saking macet total ga gerak papa sm mama markir mobil di indomaret pesona bali trs jalan ke rumah motor aja ga gerak apalagi mobil,negatif,Indomaret
sosis bakar indomaret point kenapa enak banget ya tuhan,positif,Indomaret
scandal bu guru mulus pak lurah vs biduan kasir indomaret sampe muncrat dipijat stw binor jago di atas tele,negatif,Indomaret
skrg emg ada biaya tarik tunai utk di mesin edc alfaindomaret,netral,Indomaret
tapi di di indomaret ak gak pernah nemu sih emng,netral,Indomaret
ya panggil mike ajalah kn gua org jawa bkn org bule lg ok daahh gua mau cuzzzz kr indomaret tungguin yaa,netral,Indomaret
bengong aja dari maghribudah pindah indomaret juga,netral,Indomaret
bener wkwkwk dulu tradisi keluarga dapet duit lebaran ke indomaret sekarang nunggu mixue buka wkwkwk,netral,Indomaret
gue baru sadar hari ini ga bawa identitas apapun kocak sadarnya karena pas di indomaret mau bayar ternyata dompetnya gaada,negatif,Indomaret
lampu kamar gua mati trs skrng main hp gelapan anjirrr bukannya beli lampu nyari di warung dulu atau indomaret gua lebih milih beli online yg kudu nunggunya aja sampe hari,negatif,Indomaret
badmood tadi ke indomaret mau beli cimory rasa matcha tapi gaada anjg malessss malessss,negatif,Indomaret
mau minta tolong untuk sebarkan video ini ini maling helm di indomaret dekat nasmoco bantul pagi hari sabtu mei sekitar pukul pagi saat suami saya hendak berangkat kerja niat mau mampir indomaret sebentar untuk beli air eh lah kok ada orang mepet motor suami saya,negatif,Indomaret
crashouts hari ini disebabkan oleh jalan masuk indomaret diblokir mobilpadahal ada parkir kosong tukang parkir tibatiba munculdi depan alfamart parkir gratis diklaksonin sama pajero gegara mobilnya ga cukup buat muter di ringroad pas ngantri lampu merah,negatif,Indomaret
harga di klik indomaret sama di indomaret langsung beda ya tai lah gua liat di indomaret harganya k sedangkan pas beli ke tokonya langsung malah k nangis kejek,negatif,Indomaret
jurus ampuh buat hemat di akhir bulan beli paket isi ulang di indomaret karena ada promo harga hemat serbu indomaret terdekat buat kejar promonya klik untuk info lengkapnya,netral,Indomaret
pesen shopeefood ke indomaret emang bayar parkir ya,netral,Indomaret
gtw meh straight gak ada indomaret lobong lobong,negatif,Indomaret
kairii indomaret bangett kocakk,positif,Indomaret
anjirrr beli sosis indomaret malahh basii mauu komplen ujann dan jauh anjirlahhhhhh,negatif,Indomaret
ya allah mau ayam goreng indomaret lagi dan lagi dan lagi dan lagi dan lagi,negatif,Indomaret
pad halo bagi tementemen yg menemukan dompet berwarna hitam di sekitar pomi indomaret point cukurin atau di ruangan sc sebelah satpam boleh dm ke twt ranggaraudareply twt ini di dalemnya ada atm ktp ktm sama sim atas nama rangga raudhatuzzaqi makasi banyak,netral,Indomaret
tibakno lungguhan ng ngarepe indomaret iki nuikmat yo saking nikmate muncullah obrolan serius planning hidup taun mengarep,positif,Indomaret
ngga ada yang open jam kah indomaret gitu,netral,Indomaret
di indomaret ga jual gituan dien,negatif,Indomaret
meanwhile at indomaret mana tempat eskrim pindah sana dah pilih mau yg mana mana ya yg waktu itu mas bilang enak mana gak ada adanya ini aja pilihin yg mana ni aja cari yg atasnya keras ni yaa only corneto rasa oreo,negatif,Indomaret
terkait indomaret sm kaya metland cileungsi ni levelnya,negatif,Indomaret
ihh aku baru tau skrg tarik tunai di kasir indomaret kena biaya ribuuu,netral,Indomaret
harusnya sih iyaa lu coba aja cek dulu di aplikasinya kalo indomaret deket lu diskon apa nggaa,netral,Indomaret
abis gajian belanja ke indomaret mau nyetok tisu tp harganya lebih mahal drpd beli di warung eh pas bayar dikasir gataunya dpt tebus murah pack tisu cuma rb kebahagiaan yg sangat sederhana wkwkw,positif,Indomaret
hah yg bener itu di semua indomaret,netral,Indomaret
mayo kewpie yg sachet di indomaret lg diskon jadi k doangg langsung beli byk wkwkw,netral,Indomaret
aku titip dulu roti indomaret yang tinggal setengah,netral,Indomaret
salam pembayaran bisa melalui atmmobile banking pos pegadaian alfamart indomaret ppob link aja gopay ovo shopee dengan nomor virtual account yang terdiri dari digit nomor kartu bca bni bri atau digit nomor kartu mandiri terima kasih lia,netral,Indomaret
mending beli es krim di indomaret aja,netral,Indomaret
blueberry cheesecake nya indomaret luih enak drpd punya mako,positif,Indomaret
dari gerlong sebelah indomaret lurus posisinya sebelah kiri samping rumah gerbang cokelat kebayang kan,positif,Indomaret
baru tau di indomaret bisa beli telor satuan kaya di warung regular gitu wow,netral,Indomaret
entrance gate aja kali ya atau mungkin depan tenant indomaret aku otw cf jam kira kira mau siang boleh mau pagi juga gapapa ketemuannya,netral,Indomaret
mjb kak emg crew store indomaret gajinya brp ya,netral,Indomaret
selamat amp dapet hadiah jajan di alfagift klik indomaret masingmasing dapet jajan max k ya dm ke oppa minta jajan ditunggu x jam ya,positif,Indomaret
malah gampang golek indomaretalfa neng westprog po meneh neng wates jarak e antar toko cerak,negatif,Indomaret
es legen banyu urip dekat indomaret banyu urip jl banyu urip no kupang krajan kec sawahan surabaya jawa timur daily halal fokus kerja gaspol dream at chungang university,netral,Indomaret
aku pernah coba yang di kulkas indomaret,netral,Indomaret
baru tau depan family mart suhat ada indomaret yg ada lt nya buat nongki,positif,Indomaret
sosis indomaret enak rib ada tebus murah v,netral,Indomaret
kalo tau bakal nunggu selama tadi mah belum makan di indomaret aja sekalian,netral,Indomaret
tips klo ke indomaret tp males bayar parkir,netral,Indomaret
anjrit ada yg pake baju indomaret,netral,Indomaret
jajan sosis di indomaret bareng abang jeyhop,netral,Indomaret
kalian tau roti say bread yang di indomaret gak itu enak bgt njir minimal seminggu sekali beli,netral,Indomaret
si kumar tumben indomaret jir,negatif,Indomaret
udah indomaret yang ku samperin dari sby sampe sda ga bisa semua buat isi pulsa,negatif,Indomaret
penting gratis tarik tunai saldo shopeepay di indomaret dan alfamart tapi jangan lakukan ini ya nunjuknunjuk depan kasir karena banyak juga yang antre mau tarik tunai saldo shopeepay yuk cek video di atas untuk tau cara tarik tunai gratis saldo shopeepay lewat,netral,Indomaret
ujungnya jd kang parkir indomaret ato ga kang palak truk wkwkwk ormas kontol manusia kontol anggota sama pimpinan jg kontol pantesan di penjara,negatif,Indomaret
sikap lilin didepan indomaret,netral,Indomaret
pilih rumah ini kalau mau kerja di jakarta pake krl gak ada obat stasiun di dalam komplek ekosistem sekitar stasiunnya asik ada mokopi coming soon solaria mako jco bioskop sabtu minggu banyak yg jogging tennant lumayan lengkap dna yang asik ke indomaret bebas parkir,positif,Indomaret
aku sebagai member kaum mendang mending belinya chiclin di depan indomaret mirip kok wkwkwkwk,negatif,Indomaret
udah tanggal tua token bunyi pula langsung gas beli token listrik di klik indomaret aja diskon sd,negatif,Indomaret
di indomaret biasanya jual,netral,Indomaret
jangan lupa nih produk obat amp kesehatan yang selalu ada hematnya di katalog super hemat edisi mei info selengkapnya di,netral,Indomaret
lrt tapi semenjak gwe kenal kopi indomaret dan fooure soul promise tuh emg asem bgt anjr dibandingkan dua itu kek gatau dah pdhl dlu enak enak aja,negatif,Indomaret
pengen jadi matcha indomaret itu kurang ngetiknya wkwkwk,negatif,Indomaret
indomaret kan biasanya ada,netral,Indomaret
jadi harus ke indomaret skrg ni,netral,Indomaret
stres banget jadi matcha indomaret point,negatif,Indomaret
hari ini baru sadar udah ga menaruh produk kondom dan pelicin di rak terbuka lagi udah pindah ke belakang kasir hmm makin malu orang buat belinya,negatif,Indomaret
bergoyang di tengah indomaret,netral,Indomaret
beli rexona dan tukarkan dengan paket nonton timnas indonesia senilai juta kumpulkan stamp dan tukarkan dengan tiket nonton indonesia vs china dan jersey timnas cek sampk lengkap di indomaret poinku periode mei juni,netral,Indomaret
mending beli mie tori miso di indomaret daripada makan di tempat ini,negatif,Indomaret
indomaret yak kalo alfamart tuh setau gua flash bca,netral,Indomaret
di bank di minimarket kayak indomaret ada nder,netral,Indomaret
unit sabhara polsek ciledug melaksanakan kryd dengan patroli biru di indomaret puri beta jl hos cokroaminoto kel larangan utara kec larangan kota tangerang untuk cegah gangguan kamtibmas dan tindak pidana personel juga berikan imbauan kepada warga tentang bahaya premanisme,netral,Indomaret
indomaret gt bukannya ada ya,netral,Indomaret
indomaret point tuh strong banget ya kopinya,positif,Indomaret
korinus aku unfamiliar ada di alfaindomaret ga kaa,netral,Indomaret
lupa ke mampir indomaret,netral,Indomaret
ancene sendal indomaret ki nyaman og ckckckck,negatif,Indomaret
katalog promo jsm indomaret minggu ini mei harga abc sambal asli extra pedas rp lewat,netral,Indomaret
rasa kopinya b aja enakan indomaret point bayarnya kaga bisa cash pula,negatif,Indomaret
aku deket simpang sangatta di indomaret,netral,Indomaret
sosis keju indomaret enak si deh,netral,Indomaret
katanya ada tp w mls ke indomaret hh,netral,Indomaret
in this economy malah liontin kalung copot jatuh gatau dimana takutnya jatuh dijalan atau indomaret ada aja ya allah nangis bgt,negatif,Indomaret
jihoon chan haik nani ga suki joko minto yori mo kaori bersaing sama kousei minna nani ga suki kenalin gw dari tws bukan hetset blutut kalian tau gak ternyata pintu indomaret yang tulisannya dorong bisa ditarik jadi joko minto mokgo gale,negatif,Indomaret
lagi duduk santai di indomaret sambil minum butterscotch latte terus kopinya kesenggol tangan sendiri jatuh tumpah apa ga gila gua padahal niat awal beli biar pusing ilang udah pusing malu dan ngerasa bersalah karena numpahin kopi,negatif,Indomaret
tadi lagi belanja di indomaret aku nemu k di dalem aku balikin aja ke mba indomaret nya bilang mbak ini tadi ada k jatuh di sana terus mba nya bilang ohh makasih yaa,positif,Indomaret
lah lupa dimsum indomaret enaak pol,positif,Indomaret
itu dimana aku biasanya yg di dpn indomaret pdam,netral,Indomaret
iyups kak udah tersedia di alfamart indomaret point dan miniso,netral,Indomaret
buat umkm bikin alfamartindomaret kontrakankosan,negatif,Indomaret
all role tpi klw hyper maklum lah ya kdng mau indomaret,netral,Indomaret
halo sobat periode promo stamp playstation berakhir tanggal april mohon ditunggu saja ya sobat masih dalam proses administrasi dari tim terkait terima kasih,netral,Indomaret
rasanya makan mie kuah aja dgn toping macemmacem jauh lebih enak makan privat label mie cup nya indomaret hot chicken tinggal tambahin toping yg sama,negatif,Indomaret
hshsh baiklah deket rumah gue itu indomaret ama tomoro sebelahan jadi well,netral,Indomaret
yg punya indomaret sadar ga kalo franchise dia ni penyelamat banyak org termasuk solo traveler ky gue skrg ini,positif,Indomaret
mentimunn onny mau nawarin job freelance kyc kredivo daftar dan masukkin kode referral doang bisa dapet kk kalau diacc limit tanpa ngajuin pinjaman free voucher alfamart amp indomaret k butuh ktp min usia tahun no takesewa akun,netral,Indomaret
nanti kalo ketemu anomali pake kebaya putih sabuk dan jeans biru bawa tentengan tas indomaret disapa aja d,negatif,Indomaret
problem gw juga sebagai laki pas di indomaret yang pack an abis,negatif,Indomaret
ini bisa top up di indomaret ga yah dikasih ama nyokap soalnya ga pernah kepake,netral,Indomaret
seokjin udah di indomaret,netral,Indomaret
yg biasa ku beli di sebrang indomaret gatau skrng posisinya dimana,netral,Indomaret
bikin food court bareng artis di bsd bikin snack kripik jual di indomaret bisa juga tuh,netral,Indomaret
